Samples,Xpos,Ypos,Pow,NebMode
0,1.7531525181022456,0.0016846734108266759,0.040510219706874295,0
1,1.748033595419777,-0.0034314719379437975,0.04560313143024075,0
2,1.748033595419777,-0.0034314719379437975,0.035417307983514945,0
3,1.748033595419777,-0.008547617286712494,0.040510219706874295,0
4,1.748033595419777,0.011916964108365846,0.040510219706874295,0
5,1.748033595419777,-0.008547617286712494,0.040510219706874295,0
6,1.748033595419777,0.011916964108365846,0.040510219706874295,0
7,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
8,1.748033595419777,0.0068008187595935965,0.035417307983514945,0
9,1.748033595419777,0.0068008187595935965,0.04560313143024075,0
10,1.748033595419777,-0.008547617286712494,0.040510219706874295,0
11,1.748033595419777,0.011916964108365846,0.040510219706874295,0
12,1.7531525181022456,0.0068008187595935965,0.04560313143024075,0
13,1.748033595419777,-0.0034314719379437975,0.04560313143024075,0
14,1.748033595419777,0.0068008187595935965,0.03032439626014849,0
15,1.748033595419777,-0.008547617286712494,0.05069604315360188,0
16,1.748033595419777,0.01703310945713099,0.040510219706874295,0
17,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
18,1.7531525181022456,0.011916964108365846,0.035417307983514945,0
19,1.748033595419777,-0.008547617286712494,0.04560313143024075,0
20,1.748033595419777,0.01703310945713099,0.040510219706874295,0
21,1.748033595419777,-0.008547617286712494,0.05069604315360188,0
22,1.748033595419777,0.011916964108365846,0.040510219706874295,0
23,1.748033595419777,0.0068008187595935965,0.035417307983514945,0
24,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
25,1.748033595419777,-0.008547617286712494,0.040510219706874295,0
26,1.748033595419777,0.0068008187595935965,0.035417307983514945,0
27,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
28,1.748033595419777,0.011916964108365846,0.040510219706874295,0
29,1.748033595419777,-0.0034314719379437975,0.04560313143024075,0
30,1.748033595419777,0.0068008187595935965,0.035417307983514945,0
31,1.748033595419777,0.0016846734108266759,0.05578895487696656,0
32,1.748033595419777,0.0068008187595935965,0.035417307983514945,0
33,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
34,1.748033595419777,0.0068008187595935965,0.040510219706874295,0
35,1.748033595419777,0.0016846734108266759,0.040510219706874295,0
36,1.748033595419777,-0.0034314719379437975,0.05578895487696656,0
37,1.748033595419777,-0.0034314719379437975,0.035417307983514945,0
38,1.748033595419777,0.0068008187595935965,0.035417307983514945,0
39,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
40,1.748033595419777,0.01703310945713099,0.040510219706874295,0
41,1.7531525181022456,-0.008547617286712494,0.04560313143024075,0
42,1.748033595419777,0.0016846734108266759,0.035417307983514945,0
43,1.748033595419777,-0.0034314719379437975,0.04560313143024075,0
44,1.748033595419777,0.0068008187595935965,0.040510219706874295,0
45,1.748033595419777,0.0068008187595935965,0.04560313143024075,0
46,1.748033595419777,-0.008547617286712494,0.040510219706874295,0
47,1.748033595419777,0.011916964108365846,0.035417307983514945,0
48,1.748033595419777,-0.008547617286712494,0.05069604315360188,0
49,1.748033595419777,0.0068008187595935965,0.040510219706874295,0
50,1.748033595419777,0.0068008187595935965,0.040510219706874295,0
51,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
52,1.748033595419777,0.01703310945713099,0.040510219706874295,0
53,1.748033595419777,-0.008547617286712494,0.04560313143024075,0
54,1.748033595419777,0.0068008187595935965,0.040510219706874295,0
55,1.748033595419777,0.0016846734108266759,0.04560313143024075,0
56,1.748033595419777,-0.0034314719379437975,0.040510219706874295,0
57,1.748033595419777,-0.0034314719379437975,0.040510219706874295,0
58,1.748033595419777,-0.0034314719379437975,0.040510219706874295,0
59,1.748033595419777,0.011916964108365846,0.040510219706874295,0
60,1.748033595419777,-0.0034314719379437975,0.05069604315360188,0
61,1.748033595419777,-0.0034314719379437975,0.040510219706874295,0
