Samples,Xpos,Ypos,Pow,NebMode
0,0.29937847628180947,0.17563361526898547,0.2034833948545014,0
1,0.29425955359934086,0.18074976061775416,0.2289479534713159,0
2,0.33521093505907373,0.2063304873616012,0.21366921830122898,0
3,0.27890278555194215,0.16028517922267582,0.22385504174795656,0
4,0.29425955359934086,0.18586590596652464,0.2034833948545014,0
5,0.29425955359934086,0.17563361526898547,0.2085763065778643,0
6,0.3044973989642763,0.17563361526898547,0.22385504174795656,0
7,0.33521093505907373,0.2063304873616012,0.21366921830122898,0
8,0.3044973989642763,0.18074976061775416,0.24422668864140817,0
9,0.3044973989642763,0.18586590596652464,0.2034833948545014,0
10,0.3044973989642763,0.17563361526898547,0.2187621300245901,0
11,0.29937847628180947,0.18074976061775416,0.22385504174795656,0
12,0.3300920123766069,0.1960981966640638,0.21366921830122898,0
13,0.29937847628180947,0.16540132457144807,0.2391337769180435,0
14,0.319854167011675,0.1960981966640638,0.21366921830122898,0
15,0.284021708234409,0.16540132457144807,0.2034833948545014,0
16,0.3147352443292064,0.18586590596652464,0.22385504174795656,0
17,0.3300920123766069,0.1960981966640638,0.2187621300245901,0
18,0.29425955359934086,0.16540132457144807,0.2289479534713159,0
19,0.3249730896941383,0.21144663271037345,0.2187621300245901,0
20,0.27890278555194215,0.16540132457144807,0.2187621300245901,0
21,0.3147352443292064,0.1909820513152951,0.2187621300245901,0
22,0.3147352443292064,0.1909820513152951,0.22385504174795656,0
23,0.2891406309168776,0.16028517922267582,0.2187621300245901,0
24,0.319854167011675,0.1960981966640638,0.2034833948545014,0
25,0.29425955359934086,0.170517469920215,0.23404086519468237,0
26,0.29937847628180947,0.17563361526898547,0.2034833948545014,0
27,0.3147352443292064,0.18586590596652464,0.22385504174795656,0
28,0.29425955359934086,0.18074976061775416,0.2187621300245901,0
29,0.34032985774154056,0.2165627780591386,0.2289479534713159,0
30,0.3044973989642763,0.18586590596652464,0.2544125120881304,0
31,0.3249730896941383,0.21144663271037345,0.21366921830122898,0
32,0.3096163216467396,0.18074976061775416,0.2391337769180435,0
33,0.3249730896941383,0.20121434201283428,0.22385504174795656,0
34,0.3147352443292064,0.18074976061775416,0.22385504174795656,0
35,0.2891406309168776,0.16028517922267582,0.21366921830122898,0
36,0.3300920123766069,0.1960981966640638,0.21366921830122898,0
37,0.29425955359934086,0.17563361526898547,0.23404086519468237,0
38,0.3147352443292064,0.1909820513152951,0.21366921830122898,0
39,0.29937847628180947,0.18074976061775416,0.2034833948545014,0
40,0.284021708234409,0.170517469920215,0.2085763065778643,0
41,0.3249730896941383,0.1960981966640638,0.2034833948545014,0
42,0.3044973989642763,0.18074976061775416,0.2391337769180435,0
43,0.319854167011675,0.18586590596652464,0.21366921830122898,0
44,0.3147352443292064,0.170517469920215,0.2187621300245901,0
45,0.29937847628180947,0.18074976061775416,0.2187621300245901,0
46,0.319854167011675,0.18586590596652464,0.2034833948545014,0
47,0.3044973989642763,0.18586590596652464,0.24931960036477108,0
48,0.3249730896941383,0.21144663271037345,0.2187621300245901,0
49,0.29937847628180947,0.16028517922267582,0.22385504174795656,0
50,0.3044973989642763,0.1909820513152951,0.21366921830122898,0
51,0.3044973989642763,0.18074976061775416,0.2034833948545014,0
52,0.3096163216467396,0.18074976061775416,0.2391337769180435,0
53,0.34032985774154056,0.21144663271037345,0.2187621300245901,0
54,0.29937847628180947,0.170517469920215,0.22385504174795656,0
55,0.29937847628180947,0.18586590596652464,0.2034833948545014,0
56,0.29937847628180947,0.17563361526898547,0.21366921830122898,0
57,0.3044973989642763,0.18074976061775416,0.2289479534713159,0
58,0.3300920123766069,0.2063304873616012,0.2085763065778643,0
59,0.29937847628180947,0.16540132457144807,0.23404086519468237,0
60,0.29425955359934086,0.16540132457144807,0.2289479534713159,0
61,0.29937847628180947,0.17563361526898547,0.2085763065778643,0
62,0.3044973989642763,0.18586590596652464,0.2289479534713159,0
63,0.33521093505907373,0.2063304873616012,0.21366921830122898,0
64,0.29425955359934086,0.170517469920215,0.23404086519468237,0
65,0.3147352443292064,0.20121434201283428,0.21366921830122898,0
66,0.284021708234409,0.170517469920215,0.19839048313113672,0
67,0.3044973989642763,0.18074976061775416,0.22385504174795656,0
68,0.3300920123766069,0.1960981966640638,0.21366921830122898,0
69,0.2891406309168776,0.16540132457144807,0.23404086519468237,0
70,0.319854167011675,0.20121434201283428,0.2085763065778643,0
71,0.29937847628180947,0.17563361526898547,0.22385504174795656,0
72,0.29425955359934086,0.18586590596652464,0.2187621300245901,0
73,0.3249730896941383,0.20121434201283428,0.2187621300245901,0
74,0.284021708234409,0.16540132457144807,0.2289479534713159,0
75,0.3249730896941383,0.1960981966640638,0.2085763065778643,0
76,0.3044973989642763,0.17563361526898547,0.23404086519468237,0
77,0.3096163216467396,0.18074976061775416,0.2187621300245901,0
78,0.319854167011675,0.18586590596652464,0.21366921830122898,0
79,0.29425955359934086,0.17563361526898547,0.23404086519468237,0
80,0.3249730896941383,0.1960981966640638,0.19839048313113672,0
81,0.29425955359934086,0.18074976061775416,0.2391337769180435,0
82,0.3147352443292064,0.1909820513152951,0.21366921830122898,0
83,0.319854167011675,0.17563361526898547,0.21366921830122898,0
84,0.2891406309168776,0.16028517922267582,0.21366921830122898,0
85,0.3300920123766069,0.2063304873616012,0.21366921830122898,0
86,0.284021708234409,0.16028517922267582,0.2187621300245901,0
87,0.319854167011675,0.1960981966640638,0.2187621300245901,0
88,0.29937847628180947,0.18074976061775416,0.2187621300245901,0
89,0.29937847628180947,0.170517469920215,0.21366921830122898,0
90,0.3249730896941383,0.20121434201283428,0.21366921830122898,0
91,0.29937847628180947,0.17563361526898547,0.2391337769180435,0
92,0.3096163216467396,0.18586590596652464,0.2034833948545014,0
93,0.3096163216467396,0.18074976061775416,0.22385504174795656,0
94,0.29425955359934086,0.16540132457144807,0.21366921830122898,0
95,0.319854167011675,0.1960981966640638,0.2034833948545014,0
96,0.29425955359934086,0.17563361526898547,0.2391337769180435,0
97,0.319854167011675,0.1960981966640638,0.2085763065778643,0
98,0.3096163216467396,0.18586590596652464,0.22385504174795656,0
99,0.3044973989642763,0.17563361526898547,0.22385504174795656,0
100,0.3300920123766069,0.1909820513152951,0.21366921830122898,0
101,0.27890278555194215,0.16540132457144807,0.2289479534713159,0
102,0.319854167011675,0.2063304873616012,0.21366921830122898,0
103,0.29425955359934086,0.16540132457144807,0.21366921830122898,0
104,0.3096163216467396,0.18586590596652464,0.22385504174795656,0
105,0.3044973989642763,0.1909820513152951,0.22385504174795656,0
106,0.29425955359934086,0.16540132457144807,0.2289479534713159,0
107,0.3147352443292064,0.2063304873616012,0.21366921830122898,0
108,0.29937847628180947,0.18074976061775416,0.23404086519468237,0
109,0.3147352443292064,0.1909820513152951,0.2187621300245901,0
110,0.3096163216467396,0.18074976061775416,0.2085763065778643,0
111,0.29425955359934086,0.17563361526898547,0.2289479534713159,0
112,0.3249730896941383,0.2063304873616012,0.21366921830122898,0
113,0.2891406309168776,0.170517469920215,0.2289479534713159,0
114,0.3044973989642763,0.1909820513152951,0.21366921830122898,0
115,0.3096163216467396,0.18586590596652464,0.22385504174795656,0
116,0.29937847628180947,0.18074976061775416,0.2289479534713159,0
117,0.33521093505907373,0.2063304873616012,0.21366921830122898,0
118,0.2891406309168776,0.15516903387391068,0.2289479534713159,0
119,0.3147352443292064,0.1960981966640638,0.2085763065778643,0
120,0.29425955359934086,0.16540132457144807,0.21366921830122898,0
121,0.3096163216467396,0.1909820513152951,0.2289479534713159,0
122,0.3147352443292064,0.18586590596652464,0.19839048313113672,0
123,0.3044973989642763,0.18074976061775416,0.2391337769180435,0
124,0.3147352443292064,0.1909820513152951,0.2034833948545014,0
125,0.3044973989642763,0.170517469920215,0.2289479534713159,0
126,0.3044973989642763,0.18074976061775416,0.2187621300245901,0
127,0.3249730896941383,0.1909820513152951,0.2187621300245901,0
128,0.27378386286947887,0.15516903387391068,0.2187621300245901,0
129,0.33521093505907373,0.2165627780591386,0.2187621300245901,0
130,0.2891406309168776,0.16540132457144807,0.2187621300245901,0
131,0.3147352443292064,0.1909820513152951,0.2187621300245901,0
132,0.3044973989642763,0.18586590596652464,0.2085763065778643,0
133,0.29937847628180947,0.17563361526898547,0.2289479534713159,0
134,0.3249730896941383,0.20121434201283428,0.2085763065778643,0
135,0.3044973989642763,0.17563361526898547,0.24422668864140817,0
136,0.3096163216467396,0.18586590596652464,0.2085763065778643,0
137,0.3147352443292064,0.18074976061775416,0.22385504174795656,0
138,0.29425955359934086,0.16540132457144807,0.2187621300245901,0
139,0.319854167011675,0.1960981966640638,0.2034833948545014,0
140,0.2891406309168776,0.17563361526898547,0.2391337769180435,0
141,0.3147352443292064,0.1960981966640638,0.21366921830122898,0
142,0.3096163216467396,0.18074976061775416,0.22385504174795656,0
143,0.3044973989642763,0.18074976061775416,0.22385504174795656,0
144,0.3300920123766069,0.1909820513152951,0.21366921830122898,0
145,0.284021708234409,0.16540132457144807,0.2289479534713159,0
146,0.319854167011675,0.1960981966640638,0.21366921830122898,0
147,0.2891406309168776,0.170517469920215,0.21366921830122898,0
148,0.3044973989642763,0.1909820513152951,0.22385504174795656,0
149,0.319854167011675,0.1909820513152951,0.21366921830122898,0
150,0.29937847628180947,0.170517469920215,0.2289479534713159,0
151,0.3249730896941383,0.2063304873616012,0.2085763065778643,0
152,0.29937847628180947,0.17563361526898547,0.23404086519468237,0
153,0.3044973989642763,0.18074976061775416,0.2085763065778643,0
154,0.319854167011675,0.18586590596652464,0.2187621300245901,0
155,0.284021708234409,0.170517469920215,0.22385504174795656,0
156,0.3300920123766069,0.1909820513152951,0.19839048313113672,0
157,0.29425955359934086,0.17563361526898547,0.2289479534713159,0
158,0.3096163216467396,0.18586590596652464,0.21366921830122898,0
159,0.319854167011675,0.1909820513152951,0.22385504174795656,0
160,0.3044973989642763,0.18074976061775416,0.23404086519468237,0
161,0.34032985774154056,0.2063304873616012,0.2187621300245901,0
162,0.2891406309168776,0.170517469920215,0.2391337769180435,0
163,0.3147352443292064,0.1960981966640638,0.21366921830122898,0
164,0.29425955359934086,0.16540132457144807,0.2085763065778643,0
165,0.3044973989642763,0.18586590596652464,0.2289479534713159,0
166,0.3147352443292064,0.18586590596652464,0.19839048313113672,0
167,0.29937847628180947,0.16540132457144807,0.23404086519468237,0
168,0.29937847628180947,0.18586590596652464,0.19839048313113672,0
169,0.3096163216467396,0.18074976061775416,0.2187621300245901,0
170,0.3044973989642763,0.18074976061775416,0.2187621300245901,0
171,0.3147352443292064,0.18074976061775416,0.19839048313113672,0
172,0.29937847628180947,0.170517469920215,0.2391337769180435,0
173,0.3096163216467396,0.1960981966640638,0.2034833948545014,0
174,0.29937847628180947,0.17563361526898547,0.22385504174795656,0
175,0.3044973989642763,0.18586590596652464,0.2187621300245901,0
176,0.319854167011675,0.1909820513152951,0.2187621300245901,0
177,0.29937847628180947,0.17563361526898547,0.2391337769180435,0
178,0.3249730896941383,0.1960981966640638,0.2034833948545014,0
179,0.29937847628180947,0.170517469920215,0.2289479534713159,0
180,0.3044973989642763,0.18074976061775416,0.21366921830122898,0
181,0.319854167011675,0.18586590596652464,0.21366921830122898,0
182,0.29937847628180947,0.17563361526898547,0.23404086519468237,0
183,0.3249730896941383,0.2063304873616012,0.2034833948545014,0
184,0.2891406309168776,0.170517469920215,0.22385504174795656,0
185,0.3096163216467396,0.18586590596652464,0.21366921830122898,0
186,0.319854167011675,0.18586590596652464,0.2187621300245901,0
187,0.29937847628180947,0.18074976061775416,0.23404086519468237,0
188,0.3249730896941383,0.2063304873616012,0.21366921830122898,0
189,0.29425955359934086,0.16028517922267582,0.22385504174795656,0
190,0.3096163216467396,0.1909820513152951,0.2085763065778643,0
191,0.29937847628180947,0.17563361526898547,0.2085763065778643,0
192,0.29425955359934086,0.170517469920215,0.21366921830122898,0
193,0.33521093505907373,0.1960981966640638,0.21366921830122898,0
194,0.29425955359934086,0.17563361526898547,0.2391337769180435,0
195,0.3044973989642763,0.18586590596652464,0.19839048313113672,0
196,0.3044973989642763,0.17563361526898547,0.2187621300245901,0
197,0.3044973989642763,0.18074976061775416,0.22385504174795656,0
198,0.3249730896941383,0.1960981966640638,0.21366921830122898,0
199,0.29937847628180947,0.170517469920215,0.24422668864140817,0
200,0.319854167011675,0.1909820513152951,0.2085763065778643,0
201,0.29937847628180947,0.18074976061775416,0.22385504174795656,0
202,0.29937847628180947,0.18074976061775416,0.2187621300245901,0
203,0.3249730896941383,0.1909820513152951,0.21366921830122898,0
204,0.29937847628180947,0.17563361526898547,0.2391337769180435,0
205,0.3249730896941383,0.20121434201283428,0.21366921830122898,0
206,0.29425955359934086,0.17563361526898547,0.22385504174795656,0
207,0.3147352443292064,0.18586590596652464,0.22385504174795656,0
208,0.3044973989642763,0.18074976061775416,0.2085763065778643,0
209,0.3044973989642763,0.17563361526898547,0.23404086519468237,0
210,0.319854167011675,0.2063304873616012,0.2034833948545014,0
211,0.2891406309168776,0.16028517922267582,0.22385504174795656,0
212,0.3044973989642763,0.18586590596652464,0.19839048313113672,0
213,0.3096163216467396,0.18586590596652464,0.21366921830122898,0
214,0.29937847628180947,0.18074976061775416,0.22385504174795656,0
215,0.3300920123766069,0.1960981966640638,0.2085763065778643,0
216,0.29425955359934086,0.17563361526898547,0.23404086519468237,0
217,0.3096163216467396,0.18586590596652464,0.2085763065778643,0
218,0.3044973989642763,0.18586590596652464,0.2187621300245901,0
219,0.29937847628180947,0.170517469920215,0.22385504174795656,0
220,0.3249730896941383,0.20121434201283428,0.21366921830122898,0
221,0.29937847628180947,0.18074976061775416,0.2391337769180435,0
222,0.3147352443292064,0.1960981966640638,0.21366921830122898,0
223,0.3044973989642763,0.170517469920215,0.2187621300245901,0
224,0.29937847628180947,0.18586590596652464,0.2187621300245901,0
225,0.319854167011675,0.20121434201283428,0.2034833948545014,0
226,0.29937847628180947,0.18074976061775416,0.24931960036477108,0
227,0.319854167011675,0.20121434201283428,0.21366921830122898,0
228,0.29937847628180947,0.16028517922267582,0.21366921830122898,0
229,0.3044973989642763,0.170517469920215,0.21366921830122898,0
230,0.3147352443292064,0.1909820513152951,0.21366921830122898,0
