mag,dir,bacteria
4.435247426890835,0.10931350833239606,MRSAPAKP
4.403725168732419,0.10453998240766205,MRSAPAKP
4.3868961916112434,0.10296319989120661,MRSAPAKP
4.382792035900455,0.10274165120914149,MRSAPAKP
4.374671697782527,0.10221946672208047,MRSAPAKP
4.380696677099626,0.1036686605398804,MRSAPAKP
4.416218649200158,0.10889053314159003,MRSAPAKP
4.43457228008008,0.1095771765968487,MRSAPAKP
4.446342065206918,0.1111327553649914,MRSAPAKP
4.4572249895416425,0.11005693131341665,MRSAPAKP
4.422647140837157,0.1048023639748551,MRSAPAKP
4.396061724102874,0.10269512873430753,MRSAPAKP
4.385030498033216,0.10395795130648246,MRSAPAKP
4.412437788954518,0.10536217958615696,MRSAPAKP
4.41859371414617,0.10532523396051853,MRSAPAKP
4.41404403776116,0.10637906815096924,MRSAPAKP
4.418900620406016,0.10495541498169042,MRSAPAKP
4.373246760421794,0.10219438766588664,MRSAPAKP
4.390872789027118,0.10271495300358745,MRSAPAKP
4.417493323109207,0.10763037179363354,MRSAPAKP
4.427184986299874,0.11139101211610038,MRSAPAKP
4.455188420240327,0.11147988167705265,MRSAPAKP
4.424060051770225,0.10538752028536741,MRSAPAKP
4.3857258830915145,0.10251239385701709,MRSAPAKP
4.409523372717522,0.10606738026867742,MRSAPAKP
4.415703619846696,0.10905656473340752,MRSAPAKP
4.43872166897242,0.1051506208669299,MRSAPAKP
4.414572989553049,0.10392130329257697,MRSAPAKP
4.386609500702208,0.10386885449940601,MRSAPAKP
4.388283623962808,0.10488819776410034,MRSAPAKP
4.4401232059601945,0.11157082752978265,MRSAPAKP
4.400183989955194,0.10281965544712161,MRSAPAKP
4.390853349063286,0.10361940399744814,MRSAPAKP
4.430875063929121,0.10962944172417799,MRSAPAKP
4.425324190068186,0.10919949834561508,MRSAPAKP
4.409421117264366,0.10915941108476333,MRSAPAKP
4.432994571348931,0.1103796130729473,MRSAPAKP
4.44570644950933,0.11035362473668796,MRSAPAKP
4.452706766940495,0.10989957505889066,MRSAPAKP
4.421440644020939,0.10460609530874482,MRSAPAKP
4.378892472006938,0.10556482180637743,MRSAPAKP
4.381165416888486,0.1027777689049058,MRSAPAKP
4.376988460335197,0.10304018175188168,MRSAPAKP
4.409986130053901,0.10432859462361344,MRSAPAKP
4.404689338612818,0.10403808542450921,MRSAPAKP
4.429540008032637,0.1097100405265461,MRSAPAKP
4.43764996585624,0.11090673904332495,MRSAPAKP
4.439154257053398,0.11054839055486461,MRSAPAKP
4.4286372374293395,0.10993024665135186,MRSAPAKP
4.434928073620793,0.10521011977815382,MRSAPAKP
4.408862150008099,0.10534008806040664,MRSAPAKP
4.405305421805096,0.10498146469578,MRSAPAKP
4.403843201460562,0.10473130856733577,MRSAPAKP
4.413000678591038,0.10410633736599528,MRSAPAKP
4.4129589708010615,0.10482748577549615,MRSAPAKP
4.374631389651561,0.10390132752606425,MRSAPAKP
4.3882871064086775,0.10410810124641212,MRSAPAKP
4.390234972050217,0.10408271799669883,MRSAPAKP
4.399630957677196,0.1068822474232335,MRSAPAKP
4.372670624574435,0.10730340383387692,MRSAPAKP
4.433072734713581,0.11070693733829613,MRSAPAKP
4.4129515770742165,0.11008065944941396,MRSAPAKP
4.401016748579458,0.10506634214303695,MRSAPAKP
4.411832530332984,0.10519347074252196,MRSAPAKP
4.381250290791928,0.10395197404273528,MRSAPAKP
4.398299914510463,0.10873167825777168,MRSAPAKP
4.443918136580983,0.11130517977407899,MRSAPAKP
4.448414179921268,0.11242763663226407,MRSAPAKP
4.418513687136901,0.11044663399795142,MRSAPAKP
4.419607834232388,0.10638929126461527,MRSAPAKP
4.415981599249126,0.10568978134295393,MRSAPAKP
4.390562145101022,0.10399479269671286,MRSAPAKP
4.4072424073693455,0.10729755937535912,MRSAPAKP
4.430134023892287,0.10930545436075086,MRSAPAKP
4.422570976682705,0.10541967540104823,MRSAPAKP
4.42579845016282,0.10721913899204046,MRSAPAKP
4.431332601329487,0.10723213105168866,MRSAPAKP
4.432742464981146,0.10620230360828643,MRSAPAKP
4.406789254647436,0.10470817010574336,MRSAPAKP
4.4240289848978795,0.10559372990826198,MRSAPAKP
4.429361452092786,0.10638849495215853,MRSAPAKP
4.444226697364541,0.10828197326566757,MRSAPAKP
4.428454531986305,0.10873818245776433,MRSAPAKP
4.408705692361025,0.10441828689567029,MRSAPAKP
4.393559061533954,0.10474053048032335,MRSAPAKP
4.376144372282343,0.10359462198886747,MRSAPAKP
4.374426887377325,0.10250698668821108,MRSAPAKP
4.3743616915411385,0.10298678781062355,MRSAPAKP
4.405164902645944,0.10426898218665825,MRSAPAKP
4.447683379424434,0.11143829838615778,MRSAPAKP
4.443066098703731,0.11151210262254503,MRSAPAKP
4.452518442876406,0.11220669308973912,MRSAPAKP
4.417319856941538,0.1053355781300711,MRSAPAKP
4.38712083861873,0.10318473556999912,MRSAPAKP
4.393481965904439,0.10359242328265904,MRSAPAKP
4.381313778669442,0.10414094384127397,MRSAPAKP
4.373866825559484,0.10298131936500939,MRSAPAKP
4.431439091797512,0.1099461838314334,MRSAPAKP
4.437633719952731,0.11103794855537595,MRSAPAKP
4.409870103971826,0.11073774584675689,MRSAPAKP
4.386628730400085,0.10884791076188717,MRSAPAKP
4.433919007011543,0.1092597464674377,MRSAPAKP
4.416422528534749,0.10389508962039203,MRSAPAKP
4.429202781456289,0.10528428986854776,MRSAPAKP
4.423354533518595,0.10580832995895928,MRSAPAKP
4.421792465304202,0.10581911969511666,MRSAPAKP
