mag,dir,bacteria
0.9368042799538884,-3.029584161456318,PA
0.9449563730421905,-3.0338492351112896,PA
0.9333614952616551,-3.034189691999735,PA
0.9450211264422795,-3.0339967480738417,PA
0.9320172846538852,-3.0355745430267027,PA
0.9359359576384102,-3.0344862599160165,PA
0.9417131424804264,-3.0314097501392325,PA
0.9370853439338714,-3.0360131420214427,PA
0.9403613516007542,-3.031107749814072,PA
0.9345104607029732,-3.0357211455155317,PA
0.9346487161744623,-3.034338180179774,PA
0.9264202714845859,-3.0297280922166867,PA
0.9377256232389145,-3.0323285179277875,PA
0.9393641926926806,-3.029890679589645,PA
0.9463510175286259,-3.0252173604689716,PA
0.9329645770075708,-3.0291212304323603,PA
0.9393641926926808,-3.029890679589645,PA
0.9364436592489882,-3.0321783391678343,PA
0.9325978946973607,-3.0317253256782166,PA
0.9353041872556437,-3.0306516452365737,PA
0.9416448182850001,-3.031258955792364,PA
0.9288371542145539,-3.031421235340634,PA
0.932677840839683,-3.0318767447364077,PA
0.9365859350619162,-3.030804096230736,PA
0.9351617164371956,-3.0320277486669585,PA
0.9357978923449445,-3.035867344628339,PA
0.9341669005792693,-3.02912123043236,PA
0.934022461246717,-3.030498775832629,PA
0.9380115518006632,-3.0295841614563184,PA
0.9353041872556412,-3.0306516452365737,PA
0.9276432269653465,-3.031421235340634,PA
0.9483245738549283,-3.030950460646935,PA
0.9304048868846359,-3.0288104870401233,PA
0.9339581124834185,-3.0320277486669585,PA
0.9339581124834185,-3.0320277486669585,PA
0.9377256232389168,-3.032328517927788,PA
0.9474812422330743,-3.0267308257873835,PA
0.9407199790769845,-3.0285228232584167,PA
0.9307315565192867,-3.035427535496447,PA
0.9327407571250048,-3.030345486301188,PA
0.9389356417993951,-3.0323285179277883,PA
0.928160160843576,-3.035132298604261,PA
0.933361495261655,-3.034189691999735,PA
0.9357978923449471,-3.0358673446283397,PA
0.9370853439338691,-3.036013142021442,PA
0.9267372567690126,-3.036376925845891,PA
0.9231105214632858,-3.0346863632910117,PA
0.939007608320239,-3.0324782866264255,PA
0.9371483602227871,-3.0344862599160174,PA
0.9472733897773892,-3.027932695656308,PA
0.9476601819563772,-3.0344368825767485,PA
0.9370853439338691,-3.0360131420214422,PA
0.9344672703803322,-3.028056875497076,PA
0.9433486644439477,-3.0289849782907656,PA
0.9434559108789832,-3.0365923472087344,PA
0.9495748677505091,-3.029290997283653,PA
0.9464122387749592,-3.0253751792957746,PA
0.9303428672444675,-3.030345486301188,PA
0.9396603066246197,-3.0363035382287697,PA
0.9304048868846359,-3.0288104870401233,PA
0.9354566343394508,-3.030956130523518,PA
0.9301774149051049,-3.0300376399380173,PA
0.9403597875368889,-3.0327766005128116,PA
0.9373315655098264,-3.022240031712219,PA
0.9255888465202904,-3.034835421331718,PA
0.9452901045305763,-3.0329251490145848,PA
0.9488515462712335,-3.025375179295775,PA
0.9445000736023067,-3.028831345177472,PA
0.9390061539226511,-3.030804096230736,PA
0.9359359576384102,-3.0344862599160174,PA
0.9380136476243813,-3.0312589557923637,PA
0.9338175941694021,-3.033404268849213,PA
0.9333614952616553,-3.0341896919997344,PA
0.9419241932081762,-3.030195531616173,PA
0.9358594512784205,-3.034338180179774,PA
0.9341669005792697,-3.02912123043236,PA
0.9344672703803347,-3.0280568754970765,PA
0.9351617164371977,-3.0320277486669585,PA
0.9352277013361457,-3.0304987758326285,PA
0.9314590749808517,-3.0301917749151603,PA
0.9293609352625299,-3.0351322986042604,PA
0.931397590521503,-3.0317253256782166,PA
0.9287523231195938,-3.0312685606186984,PA
0.9357978923449443,-3.0358673446283393,PA
0.9268744934705667,-3.0349840658655474,PA
0.9351617164371956,-3.0320277486669585,PA
0.9459084043619489,-3.0292909972836526,PA
0.9365187193977362,-3.032328517927787,PA
0.9353804980613646,-3.030804096230736,PA
0.9365187193977362,-3.032328517927787,PA
0.9381629665574951,-3.0373927544452117,PA
0.9326778408396802,-3.0318767447364072,PA
0.9397262395061079,-3.034781200753854,PA
0.9364436592489855,-3.0321783391678334,PA
0.9319356575905581,-3.035427535496447,PA
0.9457204084410643,-3.028831345177472,PA
0.9318808053238554,-3.0369598023498634,PA
0.9360122867393807,-3.0346339328849306,PA
0.9372979058277617,-3.0347812007538533,PA
0.933801296560423,-3.0317253256782166,PA
0.9328203235762875,-3.030498775832629,PA
0.9292237113872135,-3.0365232507026634,PA
0.929668842539929,-3.0340407936902434,PA
0.9384372896601197,-3.0346339328849306,PA
0.934648716174462,-3.034338180179774,PA
0.9339581124834184,-3.0320277486669585,PA
0.9399370798664779,-3.033552997154481,PA
0.9320172846538854,-3.0355745430267027,PA
0.9393641926926808,-3.029890679589645,PA
0.9340224612467176,-3.030498775832629,PA
0.9366606178685942,-3.0309561305235184,PA
0.938299235422378,-3.0360131420214422,PA
0.9377990544945888,-3.0324782866264255,PA
0.9319356575905563,-3.035427535496446,PA
0.9404313083735889,-3.031258955792364,PA
0.9377944829962207,-3.030804096230736,PA
0.9427194038943894,-3.0326276469342686,PA
0.9390779064749871,-3.0309561305235184,PA
0.9378677045761754,-3.0309561305235184,PA
0.9500403247308006,-3.02704158642966,PA
0.9327407571250033,-3.030345486301188,PA
0.93523840536514,-3.032178339167834,PA
0.9412935998502356,-3.0338492351112896,PA
0.9382254844966487,-3.035867344628339,PA
0.9382992354223781,-3.0360131420214422,PA
0.9421667124638862,-3.0364481403107675,PA
0.9330863931951685,-3.0369598023498634,PA
0.9365859350619188,-3.0308040962307365,PA
0.9324568084378531,-3.0331055852396713,PA
0.9373628774800639,-3.0332551321036605,PA
0.9471274088121312,-3.0292909972836526,PA
0.9378677045761729,-3.0309561305235184,PA
0.9403613516007495,-3.0311077498140726,PA
0.9499053772932158,-3.0249004393000902,PA
0.9339581124834184,-3.0320277486669585,PA
0.9419338614821167,-3.0285228232584163,PA
0.9391494957095317,-3.0311077498140726,PA
0.9472733897773918,-3.0279326956563084,PA
0.934022461246717,-3.0304987758326285,PA
0.9423042000890287,-3.0350745278158278,PA
0.9442768746731458,-3.0317101106167987,PA
0.927786114864592,-3.030037639938018,PA
0.9315402690774388,-3.0303454863011874,PA
0.9333030328750106,-3.0357211455155326,PA
0.9418564024015886,-3.0300433130196334,PA
0.9442118159772953,-3.031560134526454,PA
0.9507719642371145,-3.0309504606469355,PA
0.9413650714329419,-3.0323285179277875,PA
0.9478000846907668,-3.033073294083214,PA
0.94379853874473,-3.0339967480738417,PA
0.9321555519466046,-3.034189691999735,PA
0.9388635104567451,-3.032178339167834,PA
0.9440703249456209,-3.0329251490145848,PA
0.9472127424886704,-3.02777807712453,PA
0.9358745892457002,-3.0360131420214427,PA
0.9377256232389145,-3.0323285179277875,PA
0.9417131424804265,-3.0314097501392325,PA
0.9453540478849596,-3.033073294083215,PA
0.9439212615996883,-3.025217360468972,PA
0.939367739510501,-3.028212615697469,PA
0.9420688277483539,-3.028831345177472,PA
0.9402896144066949,-3.032627646934269,PA
0.9414318999908322,-3.0341438592182537,PA
0.9437076486982205,-3.0264183819423867,PA
0.9373724195861072,-3.0349280651810626,PA
0.9373724195861048,-3.0349280651810617,PA
0.949462989050542,-3.032453924189718,PA
0.9382290783924904,-3.030043313019634,PA
0.9347684098232921,-3.02019705286421,PA
0.9443897775329941,-3.026841498208815,PA
0.9347266880069147,-3.0344862599160165,PA
0.9340224612467195,-3.030498775832629,PA
0.9412199886539849,-3.026261524558672,PA
0.9370853439338714,-3.0360131420214427,PA
0.9274154802138964,-3.03265446701767,PA
0.9443550657962717,-3.030195531616173,PA
0.9383735378640115,-3.028677294066983,PA
0.9384481734852032,-3.0271553917216742,PA
0.9327576027546131,-3.0320277486669585,PA
0.9395857358506289,-3.0269986589757796,PA
0.9453680668109089,-3.031409750139232,PA
0.9333614952616553,-3.0341896919997344,PA
0.9353149182648829,-3.0323285179277875,PA
0.9411661798296181,-3.0244218226764663,PA
0.948998052626911,-3.0148889022113807,PA
0.9249446664541003,-3.0325032627141093,PA
0.9370970317176538,-3.0285228232584163,PA
0.9319912322663859,-3.027900708702459,PA
0.9484434794092221,-3.031249586599709,PA
0.9391510490951638,-3.0327766005128116,PA
0.940782549615716,-3.030347337061119,PA
0.9391510490951661,-3.0327766005128116,PA
0.9419449775592745,-3.017595676740116,PA
0.9406507891816273,-3.0283679310416933,PA
0.9399548478051208,-3.0244218226764663,PA
0.9272331772199746,-3.021246367232188,PA
0.9505464090840193,-3.0338080248402997,PA
0.9335017309120679,-3.0328052543978745,PA
0.933801296560423,-3.0317253256782166,PA
0.9303870332988273,-3.027113414318856,PA
0.9389978273511652,-3.019825692556743,PA
0.9308146319960425,-3.0355745430267027,PA
0.946654810698759,-3.0225037480535435,PA
0.9453477164967631,-3.024019961765433,PA
0.9334411097144668,-3.0343381801797737,PA
0.9304871331894413,-3.0289660721686325,PA
0.9256312033784917,-3.0365232507026634,PA
0.9400933415716778,-3.02474133348975,PA
0.9374467614277909,-3.0350745278158273,PA
0.9398692047381212,-3.0350745278158273,PA
0.932677840839683,-3.0318767447364077,PA
0.9253183675822968,-3.029883079623726,PA
0.9291485397403149,-3.0303454863011874,PA
0.9405735796613639,-3.018959997674707,PA
0.929090471046693,-3.0318767447364077,PA
0.9337181986256717,-3.0256298183704016,PA
0.9338797948907587,-3.0318767447364072,PA
0.9254514191680737,-3.036230194373587,PA
0.9376520235940079,-3.0321783391678334,PA
0.9305948886267631,-3.036814687286844,PA
0.9286958610633147,-3.0328052543978745,PA
0.933223049090508,-3.0355745430267027,PA
0.9459707915836262,-3.029443386519558,PA
0.9284707662240553,-3.034040793690243,PA
0.9468602078027255,-3.030347337061119,PA
0.9322366197870572,-3.0343381801797737,PA
0.9377256232389145,-3.0323285179277875,PA
0.9463729472102956,-3.0342905701777485,PA
0.9490871499174256,-3.0332210373534823,PA
0.933166741590769,-3.037104517468703,PA
0.933166741590769,-3.037104517468703,PA
0.940148787152224,-3.032328517927788,PA
0.9375853085916863,-3.033701318688507,PA
0.9420979184255119,-3.036303538228769,PA
0.9381027851884763,-3.0389144163690567,PA
0.9315402690774359,-3.030345486301188,PA
0.9342951044807235,-3.0369598023498634,PA
0.9365936076190395,-3.0324782866264255,PA
0.9351617164371956,-3.0320277486669585,PA
