mag,dir,bacteria
0.8768229455919617,-3.019981996125952,PASE
0.8817004481293685,-3.020167319544205,PASE
0.8803527502779526,-3.0216901068434114,PASE
0.8863534132038617,-3.0163651726401928,PASE
0.8840520233118275,-3.023573337901461,PASE
0.8818505638496881,-3.020352081756418,PASE
0.8805285116064964,-3.0184574980985084,PASE
0.8771673297516557,-3.015217505172367,PASE
0.8781771709154061,-3.01674312425222,PASE
0.8796641737979837,-3.017123448826871,PASE
0.8817004481293704,-3.020167319544205,PASE
0.8788565181821337,-3.023032690251968,PASE
0.8800394177926277,-3.023032690251968,PASE
0.8802004014932865,-3.021507062437172,PASE
0.8807542193900205,-3.027612874685086,PASE
0.8802111713961246,-3.0197961089536043,PASE
0.878229765182956,-3.025731605967264,PASE
0.8790107100063325,-3.0232134531070627,PASE
0.8815376637465956,-3.021690106843411,PASE
0.8806799224860429,-3.0186450979602557,PASE
0.8783641249400986,-3.0134968801217603,PASE
0.878823446851575,-3.014081894774529,PASE
0.8773383414073727,-3.0136924772944913,PASE
0.8803769540057801,-3.009322821595466,PASE
0.8788435061662984,-3.0123653238803674,PASE
0.8786908942806149,-3.0121680473644012,PASE
0.8790435843654856,-3.009121008248615,PASE
0.8782553993369734,-3.0043458712747286,PASE
0.8800247982994762,-3.012365323880367,PASE
0.8815619000515047,-3.0093228215954655,PASE
0.8884573472347457,-3.0071019288412693,PASE
0.8855676070607873,-3.00992461025044,PASE
0.881059435603028,-3.0121680473644012,PASE
0.8814130763760725,-3.009121008248615,PASE
0.8808856846122829,-3.0136924772944913,PASE
0.8813845653525885,-3.010843768422334,PASE
0.8834140840520527,-3.013887481285568,PASE
0.8800491320165181,-3.010644222111499,PASE
0.8788916074244011,-3.008918581742308,PASE
0.8835878057630403,-3.012365323880367,PASE
0.8877472744410251,-3.013148485293345,PASE
0.881561900051505,-3.009322821595466,PASE
0.8776864824219285,-3.010644222111499,PASE
0.8786707172294365,-3.0138874812855683,PASE
0.8791917779831679,-3.0182693277720056,PASE
0.8829052095243978,-3.0184574980985084,PASE
0.8808309577350367,-3.0188321299343417,PASE
0.8805153158550862,-3.0201673195442056,PASE
0.8847052649598851,-3.017501475170989,PASE
0.880864804351492,-3.0154102339374957,PASE
0.8770477091525699,-3.0257316059672634,PASE
0.8828749554465743,-3.0218725967406086,PASE
0.8787019401310293,-3.0228513771104124,PASE
0.8820003065299383,-3.0205362852953885,PASE
0.8827144595137394,-3.0233936681653253,PASE
0.8840520233118254,-3.023573337901461,PASE
0.8847743732165458,-3.028133004147477,PASE
0.8904437961310908,-3.025796946955578,PASE
0.8847743732165455,-3.028133004147477,PASE
0.8839041530037111,-3.0233936681653253,PASE
0.8798862256794714,-3.0228513771104124,PASE
0.8798862256794714,-3.0228513771104124,PASE
0.8770478744207135,-3.0240201652973386,PASE
0.8783856401788451,-3.02590887418266,PASE
0.8877794344356317,-3.023752464775361,PASE
